,waktu,user,text,STOP_REMOVAL,STEMMING,labeling
379,2022-08-13 04:45:01+00:00,panggilakulyn, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
380,2022-08-13 04:43:05+00:00,saila_melinda,pergi citayam membeli duku assalamualaikum wahai calon imamku mencurihatiiqbaal,pergi citayam membeli duku assalamualaikum calon imamku mencurihatiiqbaal,pergi citayam beli duku assalamualaikum calon imam mencurihatiiqbaal,not bully
381,2022-08-13 04:42:59+00:00,leetaeyongbest, dayoung flora knit cardigan tag keisya boeing citayam fashion week , dayoung flora knit cardigan tag keisya boeing citayam fashion week ,dayoung flora knit cardigan tag isya boeing citayam fashion week,not bully
382,2022-08-13 04:34:03+00:00,tempodotco,bima arya sesalkan citayam fashion week dukuh atas ditutup ajak bonge dkk main bogor tempometro,bima arya sesalkan citayam fashion week dukuh ditutup ajak bonge dkk main bogor tempometro,bima arya sesal citayam fashion week dukuh tutup ajak bonge dkk main bogor tempometro,not bully
383,2022-08-13 04:15:50+00:00,supriyantoezra,lipsing pake cara jalan citayam sombong amat,lipsing pake jalan citayam sombong,lipsing pake jalan citayam sombong,bully
384,2022-08-13 04:14:47+00:00,hourlybaiben, dikkk ank citayam sbtul , dikkk ank citayam sbtul ,dikkk ank citayam sbtul,bully
385,2022-08-13 04:12:05+00:00,demz_thea,citayam 300jtan,citayam 300jtan,citayam 300jtan,not bully
386,2022-08-13 04:09:52+00:00,plegmoly,ayang ayang citayam udh pulang gaes thankslebeww,ayang ayang citayam udh pulang gaes thankslebeww,ayang ayang citayam udh pulang gaes thankslebeww,not bully
387,2022-08-13 04:08:47+00:00,mbojomasniati, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,not bully
388,2022-08-13 04:07:01+00:00,eradotid,bima menilai ruang ekspresi masyarakat khususnya kaum muda tidak semestinya dilarang,bima menilai ruang ekspresi masyarakat kaum muda semestinya dilarang,bima nilai ruang ekspresi masyarakat kaum muda mesti larang,not bully
389,2022-08-13 04:04:18+00:00,annyeongbrou, menfess kdm big mouth minggir nanti foto tapi minggir dolooo changho citayam, menfess kdm big mouth minggir foto minggir dolooo changho citayam,menfess kdm big mouth minggir foto minggir dolooo changho citayam,not bully
390,2022-08-13 04:03:14+00:00,sanichristine,lama hilang jeje slebew rupanya buat proyek soal citayam fashion week,hilang jeje slebew proyek citayam fashion week,hilang jeje slebew proyek citayam fashion week,not bully
391,2022-08-13 04:03:05+00:00,nevergiveup7890,kynya abis lsg citayam,kynya abis lsg citayam,kynya abis lsg citayam,not bully
392,2022-08-13 03:52:27+00:00,c4sual_citayam,kakanda46,kakanda46,kakanda46,not bully
393,2022-08-13 03:48:18+00:00,ibnupurna,bima arya persilakan citayam fashion week pindah kota bogor kalau pak siapkan honornya mungkin ,bima arya persilakan citayam fashion week pindah kota bogor siapkan honornya ,bima arya sila citayam fashion week pindah kota bogor siap honor,not bully
394,2022-08-13 03:44:03+00:00,permonoandy,citayam pasion wik kalah sama berita tembak tembakan trending terus,citayam pasion wik kalah berita tembak tembakan trending,citayam pasion wik kalah berita tembak tembak trending,bully
395,2022-08-13 03:41:50+00:00,hasina_iim, mrs pemuda citayam banyak merokok padahal usianya masih sangat muda biar apa coba kereeennn mmc millenials, mrs pemuda citayam merokok usianya muda biar coba kereeennn mmc millenials,mrs pemuda citayam rokok usia muda biar coba kereeennn mmc millenials,not bully
396,2022-08-13 03:41:47+00:00,hasina_iim, citayam lagi citayam lagi kali ini para pemuda citayam pamer kebiasaan merokok sob yup abg disono udah perokok akti, citayam citayam kali pemuda citayam pamer kebiasaan merokok sob yup abg disono udah perokok akti,citayam citayam kali pemuda citayam pamer biasa rokok sob yup abg sono udah okok akti,not bully
397,2022-08-13 03:41:30+00:00,hasina_iim, fenomena abg perokok aktif citayam fashion week mmc millenials pentingnya kontrol negara masyarakat dan keluarga untu, fenomena abg perokok aktif citayam fashion week mmc millenials kontrol negara masyarakat keluarga untu,fenomena abg okok aktif citayam fashion week mmc millenials kontrol negara masyarakat keluarga untu,bully
398,2022-08-13 03:41:24+00:00,hasina_iim, pemuda citayam youtobe mmc millennials islamkaffah, pemuda citayam youtobe mmc millennials islamkaffah,pemuda citayam youtobe mmc millennials islamkaffah,not bully
399,2022-08-13 03:41:12+00:00,hasina_iim, selama sistem kapitalisme itu ada benda berbahaya seperti rokok akan tetap produksi jadi wajar saja melihat fenomen, sistem kapitalisme benda berbahaya rokok produksi wajar fenomen,sistem kapitalisme benda bahaya rokok produksi wajar fenomen,bully
400,2022-08-13 03:41:08+00:00,hasina_iim, rokok jelas memberikan dampak buruk bagi warga namun pemerintah tetap meningkatkan produksi rokok dianggap memberikan, rokok dampak buruk warga pemerintah meningkatkan produksi rokok dianggap,rokok dampak buruk warga perintah tingkat produksi rokok anggap,bully
401,2022-08-13 03:40:57+00:00,hasina_iim, masih abg koq udah jadi perokok aktif sih yah begitulah terjadi pada para pemuda citayam bagaimana pandangan islamnya , abg koq udah perokok aktif sih yah pemuda citayam pandangan islamnya ,abg koq udah okok aktif sih yah pemuda citayam pandang islam,bully
402,2022-08-13 03:40:50+00:00,hasina_iim, kali ini pemandangan tak enak juga hadir citayam sob yup para pemuda citayam msh abg udah perokok aktif simak, kali pemandangan enak hadir citayam sob yup pemuda citayam msh abg udah perokok aktif simak,kali pandang enak hadir citayam sob yup pemuda citayam msh abg udah okok aktif simak,bully
403,2022-08-13 03:40:44+00:00,hasina_iim, yoolee para pemuda citayam masih abg udah jadi perokok aktif duh gimana nih sob klo dlm islam boleh gak simak disini, yoolee pemuda citayam abg udah perokok aktif duh gimana nih sob klo dlm islam gak simak,yoolee pemuda citayam abg udah okok aktif duh gimana nih sob klo dlm islam gak simak,bully
404,2022-08-13 03:35:10+00:00,tribun_bogor,citayam fashion week diusir dari jakarta bima arya ajak bonge main kota bogor,citayam fashion week diusir jakarta bima arya ajak bonge main kota bogor,citayam fashion week usir jakarta bima arya ajak bonge main kota bogor,not bully
405,2022-08-13 03:34:40+00:00,ipb_menfess,punten temen temen semuaaa kami dari cultural night 2022 lagi open donasi nih buat sanggar kesenian yang berada ,punten temen temen semuaaa cultural night 2022 open donasi nih sanggar kesenian ,punten temen temen semuaaa cultural night 2022 open donasi nih sanggar seni,not bully
406,2022-08-13 03:18:56+00:00,aswantgardapati, nggak dih ada banyak konsep tuhan positif kok maunya maksa tuhan itu harus diyakin yakinkan bilangin , nggak dih konsep tuhan positif maunya maksa tuhan diyakin yakinkan bilangin ,nggak dih konsep tuhan positif mau maksa tuhan yakin yakin bilangin,bully
407,2022-08-13 03:09:19+00:00,hamzahalfath03,fenomena abg perokok aktif citayam fashion week yah secara norma sekarang emang gak etis kalau perokok aktif,fenomena abg perokok aktif citayam fashion week yah norma emang gak etis perokok aktif,fenomena abg okok aktif citayam fashion week yah norma emang gak etis okok aktif,bully
408,2022-08-13 03:08:51+00:00,zayyanzr,fenomena abg perokok aktif citayam fashion week yah secara norma sekarang emang gak etis kalau perokok aktif,fenomena abg perokok aktif citayam fashion week yah norma emang gak etis perokok aktif,fenomena abg okok aktif citayam fashion week yah norma emang gak etis okok aktif,bully
409,2022-08-13 03:08:24+00:00,hareemazh,fenomena abg perokok aktif citayam fashion week yah secara norma sekarang emang gak etis kalau perokok aktif,fenomena abg perokok aktif citayam fashion week yah norma emang gak etis perokok aktif,fenomena abg okok aktif citayam fashion week yah norma emang gak etis okok aktif,bully
410,2022-08-13 03:08:05+00:00,hareemfalfh,fenomena abg perokok aktif citayam fashion week yah secara norma sekarang emang gak etis kalau perokok aktif,fenomena abg perokok aktif citayam fashion week yah norma emang gak etis perokok aktif,fenomena abg okok aktif citayam fashion week yah norma emang gak etis okok aktif,bully
411,2022-08-13 03:07:40+00:00,fenfenyua,fenomena abg perokok aktif citayam fashion week yah secara norma sekarang emang gak etis kalau perokok aktif,fenomena abg perokok aktif citayam fashion week yah norma emang gak etis perokok aktif,fenomena abg okok aktif citayam fashion week yah norma emang gak etis okok aktif,bully
412,2022-08-13 03:04:33+00:00,vivacoid, singgung citayam fashion week dela dewi pemerintah harus dukung, singgung citayam fashion week dela dewi pemerintah dukung,singgung citayam fashion week dela dewi perintah dukung,not bully
413,2022-08-13 03:04:04+00:00,intipseleb,singgung citayam fashion week dela dewi pemerintah harus dukung,singgung citayam fashion week dela dewi pemerintah dukung,singgung citayam fashion week dela dewi perintah dukung,not bully
414,2022-08-13 03:02:49+00:00,kebaca_nggak,dih ada banyak konsep tuhan positif kok maunya maksa tuhan itu harus diyakin yakinkan bila,dih konsep tuhan positif maunya maksa tuhan diyakin yakinkan,dih konsep tuhan positif mau maksa tuhan yakin yakin,bully
415,2022-08-13 02:56:41+00:00,santik221, rekomendasi case handphone lucu dan unik untuk ios iphone user nih thread povpice tag shopee affiliate racun shope, rekomendasi case handphone lucu unik ios iphone user nih thread povpice tag shopee affiliate racun shope,rekomendasi case handphone lucu unik ios iphone user nih thread povpice tag shopee affiliate racun shope,not bully
416,2022-08-13 02:56:33+00:00,santik221, rekomendasi cardigan sweater rajut korean look , rekomendasi cardigan sweater rajut korean look ,rekomendasi cardigan sweater rajut korean look,not bully
417,2022-08-13 02:55:36+00:00,fadilahasanah5, menfess kdm big mouth minggir nanti foto tapi minggir dolooo changho citayam, menfess kdm big mouth minggir foto minggir dolooo changho citayam,menfess kdm big mouth minggir foto minggir dolooo changho citayam,not bully
418,2022-08-13 02:48:30+00:00,ndeyogi,rumah stat citayam ojol maxim 20k citayam sudirman krl sudirman asean mrtj 14k asean kampus,rumah stat citayam ojol maxim 20k citayam sudirman krl sudirman asean mrtj 14k asean kampus,rumah stat citayam ojol maxim 20k citayam sudirman krl sudirman asean mrtj 14k asean kampus,not bully
419,2022-08-13 02:41:12+00:00,mario_jogja13,lebih norak dari citayam fasion,norak citayam fasion,norak citayam fasion,bully
420,2022-08-13 02:35:59+00:00,kawananraja, dukuh atas ada cfw citayam fashion week juga ada cfw cerita fakta warganet junior, dukuh cfw citayam fashion week cfw cerita fakta warganet junior,dukuh cfw citayam fashion week cfw cerita fakta warganet junior,not bully
421,2022-08-13 02:32:09+00:00,sweet_momment, dari berbagai konten keributan citayam fashion week ini paling lucu sih guys just like this user hahahaha, konten keributan citayam fashion week lucu sih guys just like this user hahahaha,konten ribut citayam fashion week lucu sih guys just like this user hahahaha,bully
422,2022-08-13 02:25:53+00:00,hariankompas,sebenarnya citayam fashion week dapat dikelola menjadi kewirausahaan berbasis komunitas dengan bantuan pemerintah ,citayam fashion week dikelola kewirausahaan berbasis komunitas bantuan pemerintah ,citayam fashion week kelola kewirausahaan bas komunitas bantu perintah,not bully
423,2022-08-13 02:25:28+00:00,ryolandafit, bobby respons medan gelar catwalk ala citayam fashion week, bobby respons medan gelar catwalk ala citayam fashion week,bobby respons medan gelar catwalk ala citayam fashion week,not bully
424,2022-08-13 02:23:53+00:00,kompasdata,sebenarnya citayam fashion week dapat dikelola menjadi kewirausahaan berbasis komunitas dengan bantuan pemerintah ,citayam fashion week dikelola kewirausahaan berbasis komunitas bantuan pemerintah ,citayam fashion week kelola kewirausahaan bas komunitas bantu perintah,not bully
425,2022-08-13 02:12:38+00:00,likelon,pake baju ala anak citayam aja bang,pake baju ala anak citayam aja bang,pake baju ala anak citayam aja bang,bully
426,2022-08-13 02:09:52+00:00,beritasatu,sentil anies bima arya sayangkan citayam fashion week ditutup,sentil anies bima arya sayangkan citayam fashion week ditutup,sentil anies bima arya sayang citayam fashion week tutup,bully
427,2022-08-13 02:08:19+00:00,mmlnnie, kemarin join citayam fashion week slebewww, kemarin join citayam fashion week slebewww,kemarin join citayam fashion week slebewww,bully
428,2022-08-13 02:04:45+00:00,kepo25i, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
429,2022-08-13 01:52:29+00:00,pn7l7h, dukuh atas ada cfw citayam fashion week juga ada cfw cerita fakta warganet junior, dukuh cfw citayam fashion week cfw cerita fakta warganet junior,dukuh cfw citayam fashion week cfw cerita fakta warganet junior,not bully
430,2022-08-13 01:49:18+00:00,yeniastria5,psbb itumah terkenal citayam ,psbb itumah terkenal citayam ,psbb itumah kenal citayam,not bully
431,2022-08-13 01:44:48+00:00,investorid,sentil anies bima arya sayangkan citayam fashion week dihentikan,sentil anies bima arya sayangkan citayam fashion week dihentikan,sentil anies bima arya sayang citayam fashion week henti,bully
432,2022-08-13 01:35:46+00:00,abah_reborn,didu mang sebaiknya anda ikut citayam fashion week saja lebih cocok anda kesitu,didu mang citayam fashion week cocok kesitu,didu mang citayam fashion week cocok kesitu,bully
433,2022-08-13 01:30:45+00:00,nayla70772189,lanjutan kasus citayam fashion cek youtube sebelum banned gibran selamat indonesia,lanjutan citayam fashion cek youtube banned gibran selamat indonesia,lanjut citayam fashion cek youtube banned gibran selamat indonesia,not bully
434,2022-08-13 01:28:25+00:00,nurmadame, idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak2 abg lagi , idn2 fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak2 abg ,idn2 fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak2 abg,bully
435,2022-08-13 01:24:49+00:00,mrchips30714000, menfess kdm big mouth minggir nanti foto tapi minggir dolooo changho citayam, menfess kdm big mouth minggir foto minggir dolooo changho citayam,menfess kdm big mouth minggir foto minggir dolooo changho citayam,bully
436,2022-08-13 01:12:45+00:00,plastikwrapping,masih pada inget sama citayam fashion week ngga,inget citayam fashion week ngga,inget citayam fashion week ngga,not bully
437,2022-08-13 01:11:26+00:00,satyanur, sedjak citayam fesyen wik mulai, sedjak citayam fesyen wik,sedjak citayam fesyen wik,not bully
438,2022-08-13 01:06:27+00:00,nhytabaluena, menfess kdm big mouth minggir nanti foto tapi minggir dolooo changho citayam, menfess kdm big mouth minggir foto minggir dolooo changho citayam,menfess kdm big mouth minggir foto minggir dolooo changho citayam,not bully
439,2022-08-13 01:05:14+00:00,setianitsania, fenomena abg perokok aktif citayam fashion week mmc millenials sob apa pendapat kalian kalau melihat anak anak , fenomena abg perokok aktif citayam fashion week mmc millenials sob pendapat anak anak ,fenomena abg okok aktif citayam fashion week mmc millenials sob dapat anak anak,bully
